FirstImage,SecondImage,NonZeroR,NonZeroG,NonZeroB,Matches0.5,Matches0.6,Matches0.7,Matches0.8,Matches0.9,Matches1.0,Matches
blues/In,eletronic/The.madpix.project,277782,267940,280710,0,0,5,21,102,352,396
blues/Kaggen,eletronic/JekK,253594,242831,255474,0,0,0,18,105,428,476
blues/Kaggen,eletronic/Kuzinmuzin,249202,237720,250763,0,0,3,19,110,434,476
blues/Kaggen,eletronic/The.madpix.project,268160,256359,270098,0,0,1,16,110,438,476
blues/L'homme,eletronic/JekK,276954,261305,279307,0,0,2,13,83,368,409
blues/L'homme,eletronic/Kuzinmuzin,275977,259794,278028,0,0,3,14,91,376,409
blues/L'homme,eletronic/The.madpix.project,282885,265471,285210,0,1,7,14,91,372,409
blues/short,eletronic/JekK,257885,248134,261283,0,1,2,22,96,412,454
blues/short,eletronic/Kuzinmuzin,254123,243967,257134,1,2,12,32,127,419,454
blues/short,eletronic/The.madpix.project,269468,258822,273099,0,0,2,11,71,419,454
blues/Steady,eletronic/JekK,272583,264134,275362,0,0,2,15,96,398,434
blues/Steady,eletronic/Kuzinmuzin,268007,258435,270481,0,0,3,14,88,401,434
blues/Steady,eletronic/The.madpix.project,277131,265099,280001,0,0,3,18,90,390,434
blues/Wild,eletronic/JekK,227888,226548,229245,0,1,6,19,123,430,456
blues/Wild,eletronic/Kuzinmuzin,223246,221565,224663,0,2,5,30,137,425,456
blues/Wild,eletronic/The.madpix.project,255822,255346,257288,0,0,1,20,94,416,456
blues/World,eletronic/JekK,257951,236887,259828,0,1,1,5,57,417,464
blues/World,eletronic/Kuzinmuzin,257455,235604,259125,0,0,0,12,81,418,464
blues/World,eletronic/The.madpix.project,272076,249851,273962,0,0,0,7,64,409,464
blues/Burning,hiphop/02,255209,246354,256016,0,0,1,15,83,418,462
blues/Burning,hiphop/111111111,217744,211068,218616,0,0,0,10,79,419,462
blues/Burning,hiphop/ak,186843,178810,187410,0,0,2,13,72,408,462
blues/Burning,hiphop/Childhood,200937,193743,201398,0,0,1,14,74,407,462
blues/Burning,hiphop/Dont,255775,245573,256218,0,0,2,14,82,418,462
blues/Burning,hiphop/Jumped,214750,205719,216017,0,0,5,19,87,423,462
blues/Burning,hiphop/SWEET,236830,226379,237564,0,0,1,9,71,420,462
blues/DADDAD,hiphop/02,265495,255104,267025,0,0,0,11,56,392,437
blues/DADDAD,hiphop/111111111,238329,234031,239786,0,0,1,8,76,395,437
blues/DADDAD,hiphop/ak,221917,216862,222460,0,0,1,6,54,381,437
blues/DADDAD,hiphop/Childhood,229310,224700,230087,0,0,0,7,62,397,437
blues/DADDAD,hiphop/Dont,263711,253042,264678,0,0,1,12,81,398,437
blues/DADDAD,hiphop/Jumped,234546,227910,236383,0,0,0,11,74,401,437
blues/DADDAD,hiphop/SWEET,252186,243257,253133,0,0,1,15,85,392,437
blues/Household,hiphop/02,279838,267900,280854,0,1,2,15,95,345,403
blues/Household,hiphop/111111111,258681,251858,259654,0,0,2,11,75,355,403
blues/Household,hiphop/ak,248089,241309,248470,0,0,2,10,58,356,403
blues/Household,hiphop/Childhood,253796,247095,254315,0,0,2,12,89,368,403
blues/Household,hiphop/Dont,275698,262348,276509,0,1,5,24,108,356,403
blues/Household,hiphop/Jumped,258176,248417,259502,0,1,3,20,102,373,403
blues/Household,hiphop/SWEET,269320,258262,270110,1,2,7,37,125,376,403
blues/In,hiphop/02,277303,267150,278836,0,0,3,19,91,371,396
blues/In,hiphop/111111111,258835,253840,260582,0,0,1,9,75,362,396
blues/In,hiphop/ak,248399,242742,248969,0,0,1,8,60,356,396
blues/In,hiphop/Childhood,254146,248924,255005,0,0,2,8,64,353,396
blues/In,hiphop/Dont,276185,265079,277222,0,2,3,25,96,351,396
blues/In,hiphop/Jumped,257190,249965,259274,0,0,2,14,73,366,396
blues/In,hiphop/SWEET,267197,257771,268308,0,0,4,20,90,368,396
blues/Kaggen,hiphop/02,263605,251941,264552,0,0,3,29,122,423,476
blues/Kaggen,hiphop/111111111,240742,235301,241648,0,0,0,14,90,429,476
blues/Kaggen,hiphop/ak,222005,215706,222459,0,0,1,14,83,430,476
blues/Kaggen,hiphop/Childhood,228385,222234,228954,1,1,4,15,110,434,476
blues/Kaggen,hiphop/Dont,263378,250964,263918,0,0,3,21,91,430,476
blues/Kaggen,hiphop/Jumped,237064,228546,238385,0,0,3,18,86,451,476
blues/Kaggen,hiphop/SWEET,251840,241198,252465,0,0,0,16,105,424,476
blues/L'homme,hiphop/02,286414,269732,287568,0,0,3,15,84,373,409
blues/L'homme,hiphop/111111111,274622,265381,275844,0,0,0,10,67,364,409
blues/L'homme,hiphop/ak,270233,261115,270772,1,1,1,14,53,362,409
blues/L'homme,hiphop/Childhood,273585,264368,274233,0,0,3,12,75,376,409
blues/L'homme,hiphop/Dont,283116,264837,283791,0,0,2,15,80,376,409
blues/L'homme,hiphop/Jumped,275320,262123,276954,0,1,2,12,73,369,409
blues/L'homme,hiphop/SWEET,278591,263142,279383,0,0,0,21,101,376,409
blues/short,hiphop/02,264961,254579,266856,0,0,3,19,90,409,454
blues/short,hiphop/111111111,247773,243391,249700,0,0,0,9,67,399,454
blues/short,hiphop/ak,233558,228844,234398,0,0,1,4,55,417,454
blues/short,hiphop/Childhood,238663,233872,239704,0,0,0,14,99,411,454
blues/short,hiphop/Dont,269107,257400,270431,0,2,5,17,108,413,454
blues/short,hiphop/Jumped,245478,238145,247524,0,0,0,5,93,418,454
blues/short,hiphop/SWEET,256784,247628,258066,0,0,0,12,73,394,454
blues/Steady,hiphop/02,277446,266996,278978,0,1,2,11,73,392,434
blues/Steady,hiphop/111111111,263684,258786,265265,0,0,2,21,89,392,434
blues/Steady,hiphop/ak,253097,248214,253722,0,0,1,8,47,388,434
blues/Steady,hiphop/Childhood,258134,253186,258981,0,0,1,16,83,396,434
blues/Steady,hiphop/Dont,279882,267660,280754,0,1,4,25,113,392,434
blues/Steady,hiphop/Jumped,262672,255492,264583,0,1,2,15,85,390,434
blues/Steady,hiphop/SWEET,269865,260088,270719,0,1,4,26,103,391,434
blues/Wild,hiphop/02,240612,238268,241279,0,0,8,25,93,407,456
blues/Wild,hiphop/111111111,184617,181914,185408,0,1,6,19,111,412,456
blues/Wild,hiphop/ak,135261,131540,135666,0,0,0,12,77,419,456
blues/Wild,hiphop/Childhood,157232,153864,157579,0,0,4,24,118,425,456
blues/Wild,hiphop/Dont,241058,238268,241498,0,1,4,42,132,414,456
blues/Wild,hiphop/Jumped,179500,175548,180313,0,2,6,20,108,421,456
blues/Wild,hiphop/SWEET,217837,214357,218241,0,1,2,23,116,424,456
blues/World,hiphop/02,274655,253955,275700,0,0,2,5,47,410,464
blues/World,hiphop/111111111,255869,244431,256849,0,0,0,4,43,411,464
blues/World,hiphop/ak,247693,236587,248185,0,0,0,0,35,411,464
blues/World,hiphop/Childhood,250668,239247,251197,0,0,1,3,42,411,464
blues/World,hiphop/Dont,271327,249155,271909,0,0,0,5,39,401,464
blues/World,hiphop/Jumped,257230,240875,258558,0,0,0,3,48,422,464
blues/World,hiphop/SWEET,259237,239512,259895,0,0,0,7,62,409,464
blues/Burning,jazz/A,278268,261693,279915,0,0,0,5,42,406,462
blues/Burning,jazz/Bandoneon,185275,177407,186198,0,0,1,13,91,414,462
blues/Burning,jazz/Birdman,201735,193359,202579,0,0,3,12,88,420,462
blues/Burning,jazz/Chinese,197881,190699,199546,0,0,1,15,82,414,462
blues/Burning,jazz/Colonially,234675,223934,236680,0,0,2,10,58,413,462
blues/Burning,jazz/Michael,232572,219395,234432,0,2,2,11,79,418,462
blues/Burning,jazz/Nadejda,191197,182320,192220,0,0,3,15,78,420,462
blues/Burning,jazz/The,209010,199777,210203,0,0,1,6,70,420,462
blues/Burning,jazz/zero-project,222844,214625,224886,0,0,2,7,65,424,462
blues/DADDAD,jazz/A,277112,263104,279332,0,0,4,13,69,386,437
blues/DADDAD,jazz/Bandoneon,221233,217448,222281,0,0,2,14,64,384,437
blues/DADDAD,jazz/Birdman,229280,221985,230080,0,0,1,11,73,389,437
blues/DADDAD,jazz/Chinese,219308,214252,221801,0,0,1,12,77,389,437
blues/DADDAD,jazz/Colonially,242264,230890,244722,0,0,3,12,79,402,437
blues/DADDAD,jazz/Michael,242145,229842,244547,0,0,2,17,80,404,437
blues/DADDAD,jazz/Nadejda,220822,215800,222114,0,1,3,15,74,401,437
blues/DADDAD,jazz/The,238245,232309,239526,0,0,0,12,88,398,437
blues/DADDAD,jazz/zero-project,228903,219702,232001,0,0,1,8,73,394,437
blues/Household,jazz/A,287647,267528,289140,0,0,3,12,66,366,403
blues/Household,jazz/Bandoneon,247849,242006,248517,0,0,2,9,68,356,403
blues/Household,jazz/Birdman,253256,244554,253827,0,0,1,15,98,376,403
blues/Household,jazz/Chinese,251822,244942,253363,0,1,1,13,70,372,403
blues/Household,jazz/Colonially,264441,250854,266295,0,0,5,11,83,358,403
blues/Household,jazz/Michael,265306,250397,266896,0,0,2,17,88,370,403
blues/Household,jazz/Nadejda,251311,243999,252137,1,2,12,32,109,368,403
blues/Household,jazz/The,261158,252364,262050,0,1,4,26,99,375,403
blues/Household,jazz/zero-project,259949,249864,262093,0,0,0,5,58,360,403
blues/In,jazz/A,283731,268202,286374,0,0,0,8,63,360,396
blues/In,jazz/Bandoneon,247073,242418,248305,0,1,2,7,57,363,396
blues/In,jazz/Birdman,252245,244801,253280,0,0,1,15,81,368,396
blues/In,jazz/Chinese,247240,241111,249596,0,0,2,11,75,356,396
blues/In,jazz/Colonially,263291,252481,266318,0,0,3,10,80,370,396
blues/In,jazz/Michael,261482,249885,264341,0,0,3,17,93,357,396
blues/In,jazz/Nadejda,246900,241414,248469,0,0,6,24,92,364,396
blues/In,jazz/The,256792,250059,258300,0,1,6,28,105,369,396
blues/In,jazz/zero-project,253456,244883,256927,0,0,2,10,65,347,396
blues/Kaggen,jazz/A,277512,260263,279268,0,0,0,8,67,422,476
blues/Kaggen,jazz/Bandoneon,219586,213871,220428,0,0,0,11,95,435,476
blues/Kaggen,jazz/Birdman,229615,221285,230348,0,2,5,24,126,444,476
blues/Kaggen,jazz/Chinese,221664,214159,223318,0,0,1,17,111,434,476
blues/Kaggen,jazz/Colonially,243657,230487,245851,0,0,1,14,101,429,476
blues/Kaggen,jazz/Michael,242652,228207,244569,0,1,7,29,126,440,476
blues/Kaggen,jazz/Nadejda,218909,211871,219969,0,0,3,18,103,433,476
blues/Kaggen,jazz/The,234578,226404,235665,0,0,1,16,98,431,476
blues/Kaggen,jazz/zero-project,235691,225073,238087,0,0,3,19,96,432,476
blues/L'homme,jazz/A,283728,255485,285798,0,0,1,8,59,381,409
blues/L'homme,jazz/Bandoneon,269425,261310,270523,0,1,4,17,77,360,409
blues/L'homme,jazz/Birdman,271968,260484,272909,0,1,3,18,85,376,409
blues/L'homme,jazz/Chinese,269166,259536,271014,0,0,1,16,82,375,409
blues/L'homme,jazz/Colonially,275318,257477,277689,0,0,3,11,62,372,409
blues/L'homme,jazz/Michael,275127,255327,277373,0,0,4,21,88,381,409
blues/L'homme,jazz/Nadejda,269275,259462,270606,0,0,5,19,96,365,409
blues/L'homme,jazz/The,275119,262911,276434,0,0,6,20,86,377,409
blues/L'homme,jazz/zero-project,271998,258458,274707,0,0,0,12,76,378,409
blues/short,jazz/A,276447,259660,279172,0,0,0,2,53,408,454
blues/short,jazz/Bandoneon,231206,226926,232389,0,0,1,17,81,404,454
blues/short,jazz/Birdman,237163,229783,238044,0,1,9,32,118,422,454
blues/short,jazz/Chinese,232386,227901,235460,0,0,2,17,89,399,454
blues/short,jazz/Colonially,250453,239522,253880,0,1,2,8,67,404,454
blues/short,jazz/Michael,245181,231991,248108,0,0,3,27,109,413,454
blues/short,jazz/Nadejda,228296,222820,229986,0,0,2,11,90,414,454
blues/short,jazz/The,240234,233506,241946,0,4,8,20,88,408,454
blues/short,jazz/zero-project,241715,233339,245573,0,0,0,9,75,401,454
blues/Steady,jazz/A,283448,265330,285930,0,0,2,15,75,399,434
blues/Steady,jazz/Bandoneon,252797,248676,253911,0,0,1,10,70,392,434
blues/Steady,jazz/Birdman,257062,250401,257996,0,1,5,18,92,394,434
blues/Steady,jazz/Chinese,254721,250930,257216,0,0,2,10,73,393,434
blues/Steady,jazz/Colonially,268200,258154,270993,0,0,3,13,82,391,434
blues/Steady,jazz/Michael,265358,253822,267922,0,0,3,17,85,392,434
blues/Steady,jazz/Nadejda,252992,248122,254424,0,0,0,24,99,403,434
blues/Steady,jazz/The,262845,255938,264220,0,0,2,14,93,394,434
blues/Steady,jazz/zero-project,260661,253676,264005,0,0,2,9,80,387,434
blues/Wild,jazz/A,277483,272022,278968,0,0,3,15,83,415,456
blues/Wild,jazz/Bandoneon,133916,129750,134414,0,0,5,22,109,420,456
blues/Wild,jazz/Birdman,161774,158760,162205,0,2,10,41,167,427,456
blues/Wild,jazz/Chinese,156703,154333,158080,0,2,4,41,124,413,456
blues/Wild,jazz/Colonially,220560,218294,222329,0,0,4,33,148,427,456
blues/Wild,jazz/Michael,218047,214349,219411,0,2,12,44,144,425,456
blues/Wild,jazz/Nadejda,149273,145565,150148,0,0,5,27,110,426,456
blues/Wild,jazz/The,172256,168631,173143,0,0,4,26,113,415,456
blues/Wild,jazz/zero-project,197620,196637,199725,0,1,4,23,102,411,456
blues/World,jazz/A,279107,245815,280712,0,0,0,2,42,407,464
blues/World,jazz/Bandoneon,246975,236862,247837,0,0,1,3,44,414,464
blues/World,jazz/Birdman,249343,233735,250107,0,0,0,6,50,413,464
blues/World,jazz/Chinese,247438,234938,248986,0,0,0,7,53,412,464
blues/World,jazz/Colonially,256422,232373,258262,0,0,0,3,49,402,464
blues/World,jazz/Michael,253851,226992,255607,0,0,1,4,55,419,464
blues/World,jazz/Nadejda,247049,234638,248095,0,0,0,2,50,411,464
blues/World,jazz/The,256718,242151,257808,0,0,0,7,71,408,464
blues/World,jazz/zero-project,252753,233703,254897,0,0,1,4,55,413,464
blues/Burning,pop/Day,256487,251030,258006,0,0,0,11,64,405,462
blues/Burning,pop/Don't,255457,250431,257625,0,0,2,14,79,409,462
blues/Burning,pop/For,251011,242329,252787,0,0,1,16,86,427,462
blues/Burning,pop/I,220500,210402,221955,0,0,1,14,77,412,462
blues/Burning,pop/i,278433,272214,280431,0,0,0,6,62,419,462
blues/Burning,pop/Let's,190937,183295,193068,0,0,3,10,94,418,462
blues/Burning,pop/Set,248093,241358,251178,0,0,1,16,87,417,462
blues/Burning,pop/The,199267,190991,200409,0,0,0,12,82,430,462
blues/Burning,pop/We'll,249705,235365,250136,0,0,2,10,73,419,462
blues/DADDAD,pop/Day,267385,261411,269959,0,0,1,13,79,399,437
blues/DADDAD,pop/Don't,260396,253820,263563,0,1,3,17,87,396,437
blues/DADDAD,pop/For,250664,239262,253393,0,0,4,16,86,389,437
blues/DADDAD,pop/I,231293,220511,233016,0,0,2,19,87,397,437
blues/DADDAD,pop/i,277886,269090,281100,0,1,6,17,80,392,437
blues/DADDAD,pop/Let's,215113,209026,218130,0,0,3,19,89,402,437
blues/DADDAD,pop/Set,253588,244198,257880,0,0,1,11,72,380,437
blues/DADDAD,pop/The,226082,219967,227483,0,1,4,12,82,399,437
blues/DADDAD,pop/We'll,264649,249899,265278,0,0,2,21,99,412,437
blues/Household,pop/Day,269039,259522,270951,0,1,6,19,87,359,403
blues/Household,pop/Don't,272795,262785,275220,1,1,4,17,86,364,403
blues/Household,pop/For,273758,260636,275681,0,0,4,22,96,372,403
blues/Household,pop/I,257111,245768,258663,0,1,6,23,104,374,403
blues/Household,pop/i,288843,277378,290862,1,1,2,20,95,382,403
blues/Household,pop/Let's,249605,242241,251497,0,0,1,12,96,376,403
blues/Household,pop/Set,270368,258981,273436,1,2,9,31,99,376,403
blues/Household,pop/The,249430,241410,250458,0,0,3,19,97,370,403
blues/Household,pop/We'll,281299,263240,281831,1,2,6,23,116,374,403
blues/In,pop/Day,279151,273076,281970,0,0,8,28,105,360,396
blues/In,pop/Don't,274409,268057,278093,0,0,2,21,90,365,396
blues/In,pop/For,268132,258081,271159,0,1,3,27,83,363,396
blues/In,pop/I,257735,247719,259681,0,1,4,20,95,365,396
blues/In,pop/i,283880,274762,287200,0,1,3,30,117,355,396
blues/In,pop/Let's,243965,238287,247424,0,0,6,14,82,359,396
blues/In,pop/Set,268571,260422,273260,0,2,6,28,94,356,396
blues/In,pop/The,251208,245075,252968,0,0,3,24,110,369,396
blues/In,pop/We'll,274545,258969,275346,0,0,1,27,111,367,396
blues/Kaggen,pop/Day,269542,261972,271209,0,0,4,23,105,437,476
blues/Kaggen,pop/Don't,263704,255511,266093,0,1,6,21,95,432,476
blues/Kaggen,pop/For,252511,239910,254520,0,0,1,17,109,444,476
blues/Kaggen,pop/I,235887,224237,237275,0,0,3,17,120,437,476
blues/Kaggen,pop/i,279120,269043,281340,0,1,2,20,99,428,476
blues/Kaggen,pop/Let's,215429,207433,217845,0,0,0,12,99,420,476
blues/Kaggen,pop/Set,256434,245753,259620,0,1,2,10,98,433,476
blues/Kaggen,pop/The,225090,217064,226277,0,0,2,16,108,433,476
blues/Kaggen,pop/We'll,256783,238837,257244,0,1,4,23,119,421,476
blues/L'homme,pop/Day,283446,270972,285681,0,1,4,22,87,377,409
blues/L'homme,pop/Don't,279790,266560,282604,0,0,1,9,88,374,409
blues/L'homme,pop/For,276230,258357,278586,0,0,3,12,75,370,409
blues/L'homme,pop/I,272312,256912,274033,0,1,5,13,87,373,409
blues/L'homme,pop/i,288840,272898,291502,0,0,5,15,91,371,409
blues/L'homme,pop/Let's,268109,258685,270766,0,1,3,16,86,357,409
blues/L'homme,pop/Set,277068,261883,280813,0,0,2,20,94,363,409
blues/L'homme,pop/The,270832,260153,272173,0,0,3,23,94,376,409
blues/L'homme,pop/We'll,284938,259790,285411,0,0,7,27,95,369,409
blues/short,pop/Day,272201,265089,275357,0,0,2,9,90,413,454
blues/short,pop/Don't,265722,257950,269819,0,0,5,13,96,404,454
blues/short,pop/For,254026,241616,257484,0,0,3,29,108,420,454
blues/short,pop/I,243284,233098,245608,0,0,0,17,95,416,454
blues/short,pop/i,278488,268838,282315,0,0,0,13,87,397,454
blues/short,pop/Let's,226192,221232,230165,0,1,6,20,100,419,454
blues/short,pop/Set,258824,250007,264528,0,0,2,18,99,418,454
blues/short,pop/The,230605,224338,232547,0,1,5,21,108,418,454
blues/short,pop/We'll,254817,236524,255984,0,1,3,31,118,404,454
blues/Steady,pop/Day,275763,268063,278537,1,1,4,17,95,386,434
blues/Steady,pop/Don't,274243,265999,277707,0,0,3,19,106,406,434
blues/Steady,pop/For,271903,260939,274865,0,0,1,22,82,400,434
blues/Steady,pop/I,262823,254056,264797,0,2,4,22,95,388,434
blues/Steady,pop/i,285010,273975,288442,0,0,4,22,112,390,434
blues/Steady,pop/Let's,251755,247797,255010,0,0,0,15,78,391,434
blues/Steady,pop/Set,271011,262539,275683,0,1,4,12,94,391,434
blues/Steady,pop/The,253224,247712,254818,0,0,3,19,100,392,434
blues/Steady,pop/We'll,275101,258138,275726,0,0,3,23,98,396,434
blues/Wild,pop/Day,244700,244243,245943,0,4,13,42,125,414,456
blues/Wild,pop/Don't,248213,248556,250139,1,2,6,29,109,407,456
blues/Wild,pop/For,243920,242497,245441,0,0,4,28,119,418,456
blues/Wild,pop/I,197826,194992,198868,0,0,5,23,110,420,456
blues/Wild,pop/i,275817,275603,277666,0,0,1,18,109,424,456
blues/Wild,pop/Let's,151853,150431,154007,0,0,8,30,111,420,456
blues/Wild,pop/Set,236889,237386,239683,0,1,3,25,113,424,456
blues/Wild,pop/The,161146,158278,162050,0,0,6,40,143,429,456
blues/Wild,pop/We'll,243902,240250,244308,0,4,13,41,155,416,456
blues/World,pop/Day,269744,254000,271523,0,0,1,5,65,420,464
blues/World,pop/Don't,265253,247602,267484,0,1,2,15,69,399,464
blues/World,pop/For,259901,234937,261825,0,0,0,6,52,405,464
blues/World,pop/I,250740,229853,252178,0,0,1,13,81,418,464
blues/World,pop/i,283048,262982,285150,0,0,0,3,61,411,464
blues/World,pop/Let's,244101,230543,246204,0,0,0,5,59,413,464
blues/World,pop/Set,260675,238572,263644,0,0,0,3,50,409,464
blues/World,pop/The,245007,230552,246202,0,0,0,8,63,419,464
blues/World,pop/We'll,270848,239939,271324,0,0,0,5,80,415,464
blues/Burning,rock/All,260226,257645,263132,0,0,2,13,89,420,462
blues/Burning,rock/Anything,256885,251093,259066,0,0,0,8,84,410,462
blues/Burning,rock/Chased,260898,258666,263493,0,0,0,4,73,420,462
blues/Burning,rock/Deep,281085,279059,283150,0,0,0,10,89,420,462
blues/Burning,rock/Lift,250418,244486,253237,0,0,4,16,82,414,462
blues/Burning,rock/New,268895,261857,271113,0,0,0,4,54,419,462
blues/Burning,rock/Perverting,271037,268149,273708,0,0,1,11,82,415,462
blues/Burning,rock/Rude,259331,255339,261645,0,0,3,11,79,417,462
blues/Burning,rock/Rude,238227,234627,240583,0,0,3,10,84,429,462
blues/Burning,rock/Slash,274848,271557,277020,0,1,2,12,64,410,462
blues/Burning,rock/The,259500,256666,262139,0,1,2,17,87,421,462
blues/Burning,rock/The,286495,283879,288453,0,0,0,8,70,416,462
blues/DADDAD,rock/All,258583,252806,263466,0,0,2,11,87,387,437
blues/DADDAD,rock/Anything,257577,250388,261219,0,0,4,15,80,400,437
blues/DADDAD,rock/Chased,258039,254775,262958,0,0,0,12,71,380,437
blues/DADDAD,rock/Deep,279511,273514,282849,0,0,2,14,82,394,437
blues/DADDAD,rock/Lift,257585,248721,262103,0,0,1,14,84,398,437
blues/DADDAD,rock/New,267583,255778,271175,0,0,3,15,79,399,437
blues/DADDAD,rock/Perverting,269811,263484,274403,0,0,1,11,77,386,437
blues/DADDAD,rock/Rude,257921,250193,261789,0,0,1,8,78,398,437
blues/DADDAD,rock/Rude,243260,237914,247442,0,0,0,10,75,403,437
blues/DADDAD,rock/Slash,275769,269923,279804,0,0,3,8,72,384,437
blues/DADDAD,rock/The,263066,258341,267540,0,0,1,18,86,391,437
blues/DADDAD,rock/The,283156,280511,286767,0,0,3,9,74,388,437
blues/Household,rock/All,279147,272287,282292,0,0,3,17,95,372,403
blues/Household,rock/Anything,273222,263400,276023,0,0,4,21,87,376,403
blues/Household,rock/Chased,275606,270853,279020,0,0,0,16,96,358,403
blues/Household,rock/Deep,287825,279638,290111,0,1,6,22,87,359,403
